first,second,third,four,five,six,seven,eight,nine,ten,output
30,310,370,90,380.79,94.87,482.7,311.45,36.86989765,80.62,"[0, 0, 1, 0]"
20,310,380,90,390.51,92.2,490.41,310.64,35.90972308,80,"[0, 0, 0, 1]"
20,300,380,100,392.94,101.98,484.15,300.67,36.86989765,70,"[0, 0, 1, 0]"
20,290,380,110,395.6,111.8,478.02,290.69,37.87498365,60,"[0, 0, 1, 0]"
20,280,380,120,398.5,121.66,472.02,280.71,38.92754359,50,"[0, 0, 1, 0]"
20,270,380,130,401.62,131.53,466.15,270.74,40.03025927,40,"[0, 0, 1, 0]"
20,260,380,140,404.97,141.42,460.43,260.77,41.18592517,30,"[0, 0, 1, 0]"
20,250,380,150,408.53,151.33,454.86,250.8,42.3974378,20,"[0, 0, 1, 0]"
20,240,380,160,412.31,161.25,449.44,240.83,43.66778015,10,"[0, 0, 1, 0]"
20,230,380,170,416.29,171.17,444.18,230.87,45,0,"[0, 0, 1, 0]"
20,220,380,180,420.48,181.11,439.09,220.91,2.862405226,143.18,"[0, 0, 1, 0]"
20,210,380,190,424.85,191.05,434.17,210.95,3.012787504,139.28,"[0, 0, 1, 0]"
30,210,370,190,415.93,192.35,425.44,212.13,3.17983012,130,"[0, 1, 0, 0]"
40,210,360,190,407.06,194.16,416.77,213.78,3.366460663,120.83,"[0, 1, 0, 0]"
50,210,350,190,398.25,196.47,408.17,215.87,3.576334375,111.8,"[0, 1, 0, 0]"
60,210,340,190,389.49,199.25,399.62,218.4,3.814074834,102.96,"[0, 1, 0, 0]"
70,210,330,190,380.79,202.48,391.15,221.36,4.08561678,94.34,"[0, 1, 0, 0]"
80,210,320,190,372.16,206.16,382.75,224.72,4.398705355,86.02,"[0, 1, 0, 0]"
90,210,310,190,363.59,210.24,374.43,228.47,4.763641691,78.1,"[0, 1, 0, 0]"
100,210,300,190,355.11,214.71,366.2,232.59,5.194428908,70.71,"[0, 1, 0, 0]"
110,210,290,190,346.7,219.54,358.05,237.07,5.710593137,64.03,"[0, 1, 0, 0]"
120,210,280,190,338.38,224.72,350,241.87,6.340191746,58.31,"[0, 1, 0, 0]"
130,210,270,190,330.15,230.22,342.05,246.98,7.125016349,53.85,"[0, 1, 0, 0]"
140,210,260,190,322.02,236.01,334.22,252.39,8.130102354,50.99,"[0, 1, 0, 0]"
150,210,250,190,314.01,242.07,326.5,258.07,9.462322208,50,"[0, 1, 0, 0]"
150,200,250,200,320.16,250,320.16,250,11.30993247,40,"[0, 0, 1, 0]"
150,190,250,210,326.5,258.07,314.01,242.07,14.03624347,30,"[0, 0, 1, 0]"
150,180,250,220,333.02,266.27,308.06,234.31,18.43494882,20,"[0, 0, 1, 0]"
150,170,250,230,339.71,274.59,302.32,226.72,26.56505118,10,"[0, 0, 1, 0]"
150,160,250,240,346.55,283.02,296.82,219.32,45,0,"[0, 0, 1, 0]"
150,150,250,250,353.55,291.55,291.55,212.13,-90,106.3,"[0, 0, 1, 0]"
160,150,240,250,346.55,296.82,283.02,219.32,-93.81407483,98.99,"[0, 1, 0, 0]"
170,150,230,250,339.71,302.32,274.59,226.72,-97.59464337,92.2,"[0, 1, 0, 0]"
180,150,220,250,333.02,308.06,266.27,234.31,-101.3099325,86.02,"[0, 1, 0, 0]"
190,150,210,250,326.5,314.01,258.07,242.07,-104.9314172,80.62,"[0, 1, 0, 0]"
200,150,200,250,320.16,320.16,250,250,-108.4349488,76.16,"[0, 1, 0, 0]"
210,150,190,250,314.01,326.5,242.07,258.07,-111.8014095,72.8,"[0, 1, 0, 0]"
220,150,180,250,308.06,333.02,234.31,266.27,-115.0168935,70.71,"[0, 1, 0, 0]"
230,150,170,250,302.32,339.71,226.72,274.59,-118.0724869,70,"[0, 1, 0, 0]"
230,140,170,260,310.64,347.13,220.23,269.26,-120.9637565,60,"[0, 0, 1, 0]"
230,130,170,270,319.06,354.68,214.01,264.2,-123.6900675,50,"[0, 0, 1, 0]"
230,120,170,280,327.57,362.35,208.09,259.42,-126.2538377,40,"[0, 0, 1, 0]"
230,110,170,290,336.15,370.14,202.48,254.95,-128.6598083,30,"[0, 0, 1, 0]"
230,100,170,300,344.82,378.02,197.23,250.8,-130.9143832,20,"[0, 0, 1, 0]"
230,90,170,310,353.55,386.01,192.35,246.98,-133.025066,10,"[0, 0, 1, 0]"
230,80,170,320,362.35,394.08,187.88,243.52,-135,0,"[0, 0, 1, 0]"
240,80,160,320,357.77,400,178.89,252.98,133.2642954,233.45,"[0, 1, 0, 0]"
250,80,150,320,353.41,406.08,170,262.49,135,240.83,"[0, 1, 0, 0]"
260,80,140,320,349.28,412.31,161.25,272.03,136.636577,248.39,"[0, 1, 0, 0]"
270,80,130,320,345.4,418.69,152.64,281.6,138.1798301,256.12,"[0, 1, 0, 0]"
270,90,130,310,336.15,411.1,158.11,284.6,136.636577,250,"[1, 0, 0, 0]"
270,100,130,300,326.96,403.61,164.01,287.92,135,244.13,"[1, 0, 0, 0]"
270,110,130,290,317.8,396.23,170.29,291.55,133.2642954,238.54,"[1, 0, 0, 0]"
270,120,130,280,308.71,388.97,176.92,295.47,131.4236656,233.24,"[1, 0, 0, 0]"
270,130,130,270,299.67,381.84,183.85,299.67,129.4724598,228.25,"[1, 0, 0, 0]"
270,140,130,260,290.69,374.83,191.05,304.14,127.4053566,223.61,"[1, 0, 0, 0]"
270,150,130,250,281.78,367.97,198.49,308.87,125.217593,219.32,"[1, 0, 0, 0]"
270,160,130,240,272.95,361.25,206.16,313.85,122.9052429,215.41,"[1, 0, 0, 0]"
270,170,130,230,264.2,354.68,214.01,319.06,120.4655449,211.9,"[1, 0, 0, 0]"
270,180,130,220,255.54,348.28,222.04,324.5,117.897271,208.81,"[1, 0, 0, 0]"
270,190,130,210,246.98,342.05,230.22,330.15,115.2011236,206.16,"[1, 0, 0, 0]"
270,200,130,200,238.54,336.01,238.54,336.01,112.3801351,203.96,"[1, 0, 0, 0]"
270,210,130,190,230.22,330.15,246.98,342.05,109.4400348,202.24,"[1, 0, 0, 0]"
270,220,130,180,222.04,324.5,255.54,348.28,106.3895403,201,"[1, 0, 0, 0]"
270,230,130,170,214.01,319.06,264.2,354.68,103.2405199,200.25,"[1, 0, 0, 0]"
270,240,130,160,206.16,313.85,272.95,361.25,100.0079798,200,"[1, 0, 0, 0]"
270,250,130,150,198.49,308.87,281.78,367.97,96.70983681,200.25,"[1, 0, 0, 0]"
260,250,140,150,205.18,300.17,286.53,360.69,93.36646066,190.26,"[0, 0, 0, 1]"
250,250,150,150,212.13,291.55,291.55,353.55,90,180.28,"[0, 0, 0, 1]"
240,250,160,150,219.32,283.02,296.82,346.55,86.63353934,170.29,"[0, 0, 0, 1]"
230,250,170,150,226.72,274.59,302.32,339.71,83.29016319,160.31,"[0, 0, 0, 1]"
230,240,170,160,233.45,280.18,294.11,332.42,86.63353934,160,"[0, 0, 1, 0]"
220,240,180,160,240.83,272.03,300,325.58,83.29016319,150,"[0, 0, 0, 1]"
210,240,190,160,248.39,264.01,306.1,318.9,79.9920202,140,"[0, 0, 0, 1]"
200,240,200,160,256.12,256.12,312.41,312.41,76.75948008,130,"[0, 0, 0, 1]"
190,240,210,160,264.01,248.39,318.9,306.1,73.61045967,120,"[0, 0, 0, 1]"
180,240,220,160,272.03,240.83,325.58,300,70.55996517,110,"[0, 0, 0, 1]"
170,240,230,160,280.18,233.45,332.42,294.11,67.61986495,100,"[0, 0, 0, 1]"
160,240,240,160,288.44,226.27,339.41,288.44,64.79887635,90,"[0, 0, 0, 1]"
150,240,250,160,296.82,219.32,346.55,283.02,62.10272897,80,"[0, 0, 0, 1]"
140,240,260,160,305.29,212.6,353.84,277.85,59.53445508,70,"[0, 0, 0, 1]"
130,240,270,160,313.85,206.16,361.25,272.95,57.09475708,60,"[0, 0, 0, 1]"
120,240,280,160,322.49,200,368.78,268.33,54.78240703,50,"[0, 0, 0, 1]"
110,240,290,160,331.21,194.16,376.43,264.01,52.59464337,40,"[0, 0, 0, 1]"
100,240,300,160,340,188.68,384.19,260,50.52754015,30,"[0, 0, 0, 1]"
90,240,310,160,348.86,183.58,392.05,256.32,48.57633437,20,"[0, 0, 0, 1]"
80,240,320,160,357.77,178.89,400,252.98,46.73570459,10,"[0, 0, 0, 1]"
70,240,330,160,366.74,174.64,408.04,250,45,0,"[0, 0, 0, 1]"
70,250,330,150,362.49,165.53,414,259.62,-48.0127875,281.78,"[1, 0, 0, 0]"
70,260,330,140,358.47,156.52,420.12,269.26,-46.46880071,286.53,"[1, 0, 0, 0]"
70,270,330,130,354.68,147.65,426.38,278.93,-45,291.55,"[1, 0, 0, 0]"
70,280,330,120,351.14,138.92,432.78,288.62,-43.60281897,296.82,"[1, 0, 0, 0]"
80,280,320,120,341.76,144.22,425.21,291.2,-45,288.44,"[0, 1, 0, 0]"
90,280,310,120,332.42,150,417.73,294.11,-46.46880071,280.18,"[0, 1, 0, 0]"
100,280,300,120,323.11,156.2,410.37,297.32,-48.0127875,272.03,"[0, 1, 0, 0]"
110,280,290,120,313.85,162.79,403.11,300.83,-49.63546343,264.01,"[0, 1, 0, 0]"
120,280,280,120,304.63,169.71,395.98,304.63,-51.34019175,256.12,"[0, 1, 0, 0]"
130,280,270,120,295.47,176.92,388.97,308.71,-53.13010235,248.39,"[0, 1, 0, 0]"
140,280,260,120,286.36,184.39,382.1,313.05,-55.0079798,240.83,"[0, 1, 0, 0]"
150,280,250,120,277.31,192.09,375.37,317.65,-56.97613244,233.45,"[0, 1, 0, 0]"
160,280,240,120,268.33,200,368.78,322.49,-59.03624347,226.27,"[0, 1, 0, 0]"
170,280,230,120,259.42,208.09,362.35,327.57,-61.18920626,219.32,"[0, 1, 0, 0]"
180,280,220,120,250.6,216.33,356.09,332.87,-63.43494882,212.6,"[0, 1, 0, 0]"
190,280,210,120,241.87,224.72,350,338.38,-65.77225468,206.16,"[0, 1, 0, 0]"
200,280,200,120,233.24,233.24,344.09,344.09,-68.19859051,200,"[0, 1, 0, 0]"
210,280,190,120,224.72,241.87,338.38,350,-70.70995378,194.16,"[0, 1, 0, 0]"
220,280,180,120,216.33,250.6,332.87,356.09,-73.30075577,188.68,"[0, 1, 0, 0]"
230,280,170,120,208.09,259.42,327.57,362.35,-75.96375653,183.58,"[0, 1, 0, 0]"
240,280,160,120,200,268.33,322.49,368.78,-78.69006753,178.89,"[0, 1, 0, 0]"
250,280,150,120,192.09,277.31,317.65,375.37,-81.46923439,174.64,"[0, 1, 0, 0]"
260,280,140,120,184.39,286.36,313.05,382.1,-84.28940686,170.88,"[0, 1, 0, 0]"
270,280,130,120,176.92,295.47,308.71,388.97,-87.13759477,167.63,"[0, 1, 0, 0]"
280,280,120,120,169.71,304.63,304.63,395.98,-90,164.92,"[0, 1, 0, 0]"
290,280,110,120,162.79,313.85,300.83,403.11,-92.86240523,162.79,"[0, 1, 0, 0]"
300,280,100,120,156.2,323.11,297.32,410.37,-95.71059314,161.25,"[0, 1, 0, 0]"
310,280,90,120,150,332.42,294.11,417.73,-98.53076561,160.31,"[0, 1, 0, 0]"
320,280,80,120,144.22,341.76,291.2,425.21,-101.3099325,160,"[0, 1, 0, 0]"
320,270,80,130,152.64,345.4,281.6,418.69,-104.0362435,150,"[0, 0, 1, 0]"
320,260,80,140,161.25,349.28,272.03,412.31,-106.6992442,140,"[0, 0, 1, 0]"
320,250,80,150,170,353.41,262.49,406.08,-109.2900462,130,"[0, 0, 1, 0]"
320,240,80,160,178.89,357.77,252.98,400,-111.8014095,120,"[0, 0, 1, 0]"
320,230,80,170,187.88,362.35,243.52,394.08,-114.2277453,110,"[0, 0, 1, 0]"
320,220,80,180,196.98,367.15,234.09,388.33,-116.5650512,100,"[0, 0, 1, 0]"
320,210,80,190,206.16,372.16,224.72,382.75,-118.8107937,90,"[0, 0, 1, 0]"
320,200,80,200,215.41,377.36,215.41,377.36,-120.9637565,80,"[0, 0, 1, 0]"
320,190,80,210,224.72,382.75,206.16,372.16,-123.0238676,70,"[0, 0, 1, 0]"
320,180,80,220,234.09,388.33,196.98,367.15,-124.9920202,60,"[0, 0, 1, 0]"
320,170,80,230,243.52,394.08,187.88,362.35,-126.8698976,50,"[0, 0, 1, 0]"
320,160,80,240,252.98,400,178.89,357.77,-128.6598083,40,"[0, 0, 1, 0]"
320,150,80,250,262.49,406.08,170,353.41,-130.3645366,30,"[0, 0, 1, 0]"
320,140,80,260,272.03,412.31,161.25,349.28,-131.9872125,20,"[0, 0, 1, 0]"
320,130,80,270,281.6,418.69,152.64,345.4,-133.5311993,10,"[0, 0, 1, 0]"
320,120,80,280,291.2,425.21,144.22,341.76,-135,0,"[0, 0, 1, 0]"
310,120,90,280,294.11,417.73,150,332.42,154.6538241,228.04,"[0, 0, 0, 1]"
300,120,100,280,297.32,410.37,156.2,323.11,153.4349488,218.4,"[0, 0, 0, 1]"
290,120,110,280,300.83,403.11,162.79,313.85,152.102729,208.81,"[0, 0, 0, 1]"
280,120,120,280,304.63,395.98,169.71,304.63,150.6422465,199.25,"[0, 0, 0, 1]"
270,120,130,280,308.71,388.97,176.92,295.47,149.0362435,189.74,"[0, 0, 0, 1]"
260,120,140,280,313.05,382.1,184.39,286.36,147.2647737,180.28,"[0, 0, 0, 1]"
250,120,150,280,317.65,375.37,192.09,277.31,145.3048465,170.88,"[0, 0, 0, 1]"
240,120,160,280,322.49,368.78,200,268.33,143.1301024,161.55,"[0, 0, 0, 1]"
230,120,170,280,327.57,362.35,208.09,259.42,140.7105931,152.32,"[0, 0, 0, 1]"
220,120,180,280,332.87,356.09,216.33,250.6,138.0127875,143.18,"[0, 0, 0, 1]"
210,120,190,280,338.38,350,224.72,241.87,135,134.16,"[0, 0, 0, 1]"
200,120,200,280,344.09,344.09,233.24,233.24,131.6335393,125.3,"[0, 0, 0, 1]"
190,120,210,280,350,338.38,241.87,224.72,127.8749837,116.62,"[0, 0, 0, 1]"
180,120,220,280,356.09,332.87,250.6,216.33,123.6900675,108.17,"[0, 0, 0, 1]"
170,120,230,280,362.35,327.57,259.42,208.09,119.0546041,100,"[0, 0, 0, 1]"
160,120,240,280,368.78,322.49,268.33,200,113.962489,92.2,"[0, 0, 0, 1]"
150,120,250,280,375.37,317.65,277.31,192.09,108.4349488,84.85,"[0, 0, 0, 1]"
140,120,260,280,382.1,313.05,286.36,184.39,102.5288077,78.1,"[0, 0, 0, 1]"
130,120,270,280,388.97,308.71,295.47,176.92,96.34019175,72.11,"[0, 0, 0, 1]"
120,120,280,280,395.98,304.63,304.63,169.71,90,67.08,"[0, 0, 0, 1]"
110,120,290,280,403.11,300.83,313.85,162.79,83.65980825,63.25,"[0, 0, 0, 1]"
100,120,300,280,410.37,297.32,323.11,156.2,77.47119229,60.83,"[0, 0, 0, 1]"
90,120,310,280,417.73,294.11,332.42,150,71.56505118,60,"[0, 0, 0, 1]"
80,120,320,280,425.21,291.2,341.76,144.22,66.03751103,60.83,"[0, 0, 0, 1]"
80,130,320,270,418.69,281.6,345.4,152.64,60.9453959,50.99,"[1, 0, 0, 0]"
80,140,320,260,412.31,272.03,349.28,161.25,56.30993247,41.23,"[1, 0, 0, 0]"
80,150,320,250,406.08,262.49,353.41,170,52.12501635,31.62,"[1, 0, 0, 0]"
80,160,320,240,400,252.98,357.77,178.89,48.36646066,22.36,"[1, 0, 0, 0]"
80,170,320,230,394.08,243.52,362.35,187.88,45,14.14,"[1, 0, 0, 0]"
80,180,320,220,388.33,234.09,367.15,196.98,41.9872125,10,"[1, 0, 0, 0]"
90,180,310,220,380.13,237.7,358.47,201.25,45,0,"[0, 1, 0, 0]"
100,180,300,220,372.02,241.66,349.86,205.91,-70.82099197,219.32,"[0, 1, 0, 0]"
110,180,290,220,364.01,245.97,341.32,210.95,-73.07248694,212.6,"[0, 1, 0, 0]"
120,180,280,220,356.09,250.6,332.87,216.33,-75.37912601,206.16,"[0, 1, 0, 0]"
130,180,270,220,348.28,255.54,324.5,222.04,-77.73522627,200,"[0, 1, 0, 0]"
140,180,260,220,340.59,260.77,316.23,228.04,-80.13419306,194.16,"[0, 1, 0, 0]"
150,180,250,220,333.02,266.27,308.06,234.31,-82.56859203,188.68,"[0, 1, 0, 0]"
160,180,240,220,325.58,272.03,300,240.83,-85.03025927,183.58,"[0, 1, 0, 0]"
160,170,240,230,332.42,280.18,294.11,233.45,-87.51044708,174.93,"[0, 0, 1, 0]"
160,160,240,240,339.41,288.44,288.44,226.27,-90,166.43,"[0, 0, 1, 0]"
160,150,240,250,346.55,296.82,283.02,219.32,-92.48955292,158.11,"[0, 0, 1, 0]"
160,140,240,260,353.84,305.29,277.85,212.6,-94.96974073,150,"[0, 0, 1, 0]"
160,130,240,270,361.25,313.85,272.95,206.16,-97.43140797,142.13,"[0, 0, 1, 0]"
160,120,240,280,368.78,322.49,268.33,200,-99.86580694,134.54,"[0, 0, 1, 0]"
160,110,240,290,376.43,331.21,264.01,194.16,-102.2647737,127.28,"[0, 0, 1, 0]"
160,100,240,300,384.19,340,260,188.68,-104.620874,120.42,"[0, 0, 1, 0]"
160,90,240,310,392.05,348.86,256.32,183.58,-106.9275131,114.02,"[0, 0, 1, 0]"
160,80,240,320,400,357.77,252.98,178.89,-109.179008,108.17,"[0, 0, 1, 0]"
160,70,240,330,408.04,366.74,250,174.64,-111.3706223,102.96,"[0, 0, 1, 0]"
160,60,240,340,416.17,375.77,247.39,170.88,-113.4985657,98.49,"[0, 0, 1, 0]"
160,50,240,350,424.38,384.84,245.15,167.63,-115.5599652,94.87,"[0, 0, 1, 0]"
160,40,240,360,432.67,393.95,243.31,164.92,-117.5528116,92.2,"[0, 0, 1, 0]"
160,30,240,370,441.02,403.11,241.87,162.79,-119.475889,90.55,"[0, 0, 1, 0]"
160,20,240,380,449.44,412.31,240.83,161.25,-121.3286929,90,"[0, 0, 1, 0]"
170,20,230,380,444.18,416.29,230.87,171.17,-123.111342,80,"[0, 1, 0, 0]"
180,20,220,380,439.09,420.48,220.91,181.11,-124.8244892,70,"[0, 1, 0, 0]"
190,20,210,380,434.17,424.85,210.95,191.05,-126.4692344,60,"[0, 1, 0, 0]"
200,20,200,380,429.42,429.42,201,201,-128.0470425,50,"[0, 1, 0, 0]"
210,20,190,380,424.85,434.17,191.05,210.95,-129.559668,40,"[0, 1, 0, 0]"
220,20,180,380,420.48,439.09,181.11,220.91,-131.0090869,30,"[0, 1, 0, 0]"
230,20,170,380,416.29,444.18,171.17,230.87,-132.3974378,20,"[0, 1, 0, 0]"
240,20,160,380,412.31,449.44,161.25,240.83,-133.72697,10,"[0, 1, 0, 0]"
250,20,150,380,408.53,454.86,151.33,250.8,-135,0,"[0, 1, 0, 0]"
260,20,140,380,404.97,460.43,141.42,260.77,-129.6106882,98.49,"[0, 1, 0, 0]"
270,20,130,380,401.62,466.15,131.53,270.74,-130.7636052,89.44,"[0, 1, 0, 0]"
280,20,120,380,398.5,472.02,121.66,280.71,-131.8778695,80.62,"[0, 1, 0, 0]"
290,20,110,380,395.6,478.02,111.8,290.69,-132.9545915,72.11,"[0, 1, 0, 0]"
300,20,100,380,392.94,484.15,101.98,300.67,-133.994914,64.03,"[0, 1, 0, 0]"
310,20,90,380,390.51,490.41,92.2,310.64,-135,56.57,"[0, 1, 0, 0]"
320,20,80,380,388.33,496.79,82.46,320.62,-135.9710219,50,"[0, 1, 0, 0]"
330,20,70,380,386.39,503.29,72.8,330.61,-136.9091524,44.72,"[0, 1, 0, 0]"
340,20,60,380,384.71,509.9,63.25,340.59,-137.8155567,41.23,"[0, 1, 0, 0]"
350,20,50,380,383.28,516.62,53.85,350.57,-138.691386,40,"[0, 1, 0, 0]"
350,30,50,370,373.36,509.31,58.31,351.28,-137.8155567,30,"[1, 0, 0, 0]"
350,40,50,360,363.46,502.1,64.03,352.28,-136.9091524,20,"[1, 0, 0, 0]"
350,50,50,350,353.55,494.97,70.71,353.55,-135.9710219,10,"[1, 0, 0, 0]"
350,60,50,340,343.66,487.95,78.1,355.11,-135,0,"[1, 0, 0, 0]"
350,70,50,330,333.77,481.04,86.02,356.93,-164.0546041,142.13,"[1, 0, 0, 0]"
350,80,50,320,323.88,474.24,94.34,359.03,-163.4956386,136.01,"[1, 0, 0, 0]"
350,90,50,310,314.01,467.55,102.96,361.39,-162.897271,130.38,"[1, 0, 0, 0]"
350,100,50,300,304.14,460.98,111.8,364.01,-162.2553284,125.3,"[1, 0, 0, 0]"
350,110,50,290,294.28,454.53,120.83,366.88,-161.5650512,120.83,"[1, 0, 0, 0]"
350,120,50,280,284.43,448.22,130,370,-160.820992,117.05,"[1, 0, 0, 0]"
350,130,50,270,274.59,442.04,139.28,373.36,-160.0168935,114.02,"[1, 0, 0, 0]"
350,140,50,260,264.76,436,148.66,376.96,-159.145542,111.8,"[1, 0, 0, 0]"
350,150,50,250,254.95,430.12,158.11,380.79,-158.1985905,110.45,"[1, 0, 0, 0]"
350,160,50,240,245.15,424.38,167.63,384.84,-157.1663458,110,"[1, 0, 0, 0]"
340,160,60,240,247.39,416.17,170.88,375.77,-156.037511,100,"[0, 0, 0, 1]"
330,160,70,240,250,408.04,174.64,366.74,-154.7988764,90,"[0, 0, 0, 1]"
320,160,80,240,252.98,400,178.89,357.77,-153.4349488,80,"[0, 0, 0, 1]"
310,160,90,240,256.32,392.05,183.58,348.86,-151.9275131,70,"[0, 0, 0, 1]"
300,160,100,240,260,384.19,188.68,340,-150.2551187,60,"[0, 0, 0, 1]"
290,160,110,240,264.01,376.43,194.16,331.21,-148.3924978,50,"[0, 0, 0, 1]"
280,160,120,240,268.33,368.78,200,322.49,-146.3099325,40,"[0, 0, 0, 1]"
270,160,130,240,272.95,361.25,206.16,313.85,-143.9726266,30,"[0, 0, 0, 1]"
260,160,140,240,277.85,353.84,212.6,305.29,-141.3401917,20,"[0, 0, 0, 1]"
250,160,150,240,283.02,346.55,219.32,296.82,-138.3664607,10,"[0, 0, 0, 1]"
240,160,160,240,288.44,339.41,226.27,288.44,-135,0,"[0, 0, 0, 1]"
230,160,170,240,294.11,332.42,233.45,280.18,113.6293777,186.82,"[0, 0, 0, 1]"
220,160,180,240,300,325.58,240.83,272.03,110.5560452,177.2,"[0, 0, 0, 1]"
220,170,180,230,292.06,318.28,247.59,278.03,107.3540246,174.64,"[1, 0, 0, 0]"
220,180,180,220,284.25,311.13,254.56,284.25,104.0362435,172.63,"[1, 0, 0, 0]"
220,190,180,210,276.59,304.14,261.73,290.69,100.6196553,171.17,"[1, 0, 0, 0]"
220,200,180,200,269.07,297.32,269.07,297.32,97.12501635,170.29,"[1, 0, 0, 0]"
220,210,180,190,261.73,290.69,276.59,304.14,93.57633437,170,"[1, 0, 0, 0]"
210,210,190,190,268.7,283.2,283.2,296.98,90,160,"[0, 0, 0, 1]"
200,210,200,190,275.86,275.86,290,290,86.42366563,150,"[0, 0, 0, 1]"
190,210,210,190,283.2,268.7,296.98,283.2,82.87498365,140,"[0, 0, 0, 1]"
180,210,220,190,290.69,261.73,304.14,276.59,79.38034472,130,"[0, 0, 0, 1]"
170,210,230,190,298.33,254.95,311.45,270.19,75.96375653,120,"[0, 0, 0, 1]"
160,210,240,190,306.1,248.39,318.9,264.01,72.64597536,110,"[0, 0, 0, 1]"
150,210,250,190,314.01,242.07,326.5,258.07,69.44395478,100,"[0, 0, 0, 1]"
140,210,260,190,322.02,236.01,334.22,252.39,66.37062227,90,"[0, 0, 0, 1]"
130,210,270,190,330.15,230.22,342.05,246.98,63.43494882,80,"[0, 0, 0, 1]"
120,210,280,190,338.38,224.72,350,241.87,60.64224646,70,"[0, 0, 0, 1]"
110,210,290,190,346.7,219.54,358.05,237.07,57.99461679,60,"[0, 0, 0, 1]"
100,210,300,190,355.11,214.71,366.2,232.59,55.49147701,50,"[0, 0, 0, 1]"
90,210,310,190,363.59,210.24,374.43,228.47,53.13010235,40,"[0, 0, 0, 1]"
80,210,320,190,372.16,206.16,382.75,224.72,50.90614111,30,"[0, 0, 0, 1]"
70,210,330,190,380.79,202.48,391.15,221.36,48.81407483,20,"[0, 0, 0, 1]"
60,210,340,190,389.49,199.25,399.62,218.4,46.84761027,10,"[0, 0, 0, 1]"
50,210,350,190,398.25,196.47,408.17,215.87,45,0,"[0, 0, 0, 1]"
50,220,350,180,393.57,186.82,413.4,225.61,35.21759297,41.23,"[1, 0, 0, 0]"
50,230,350,170,389.1,177.2,418.81,235.37,33.69006753,50.99,"[1, 0, 0, 0]"
50,240,350,160,384.84,167.63,424.38,245.15,32.27564431,60.83,"[1, 0, 0, 0]"
60,240,340,160,375.77,170.88,416.17,247.39,33.69006753,60,"[0, 1, 0, 0]"
70,240,330,160,366.74,174.64,408.04,250,35.21759297,60.83,"[0, 1, 0, 0]"
80,240,320,160,357.77,178.89,400,252.98,36.86989765,63.25,"[0, 1, 0, 0]"
90,240,310,160,348.86,183.58,392.05,256.32,38.65980825,67.08,"[0, 1, 0, 0]"
100,240,300,160,340,188.68,384.19,260,40.60129465,72.11,"[0, 1, 0, 0]"
110,240,290,160,331.21,194.16,376.43,264.01,42.70938996,78.1,"[0, 1, 0, 0]"
120,240,280,160,322.49,200,368.78,268.33,45,84.85,"[0, 1, 0, 0]"
130,240,270,160,313.85,206.16,361.25,272.95,47.48955292,92.2,"[0, 1, 0, 0]"
140,240,260,160,305.29,212.6,353.84,277.85,50.19442891,100,"[0, 1, 0, 0]"
150,240,250,160,296.82,219.32,346.55,283.02,53.13010235,108.17,"[0, 1, 0, 0]"
160,240,240,160,288.44,226.27,339.41,288.44,56.30993247,116.62,"[0, 1, 0, 0]"
170,240,230,160,280.18,233.45,332.42,294.11,59.74356284,125.3,"[0, 1, 0, 0]"
180,240,220,160,272.03,240.83,325.58,300,63.43494882,134.16,"[0, 1, 0, 0]"
180,230,220,170,278.03,247.59,318.28,292.06,67.38013505,130,"[0, 0, 1, 0]"
180,220,220,180,284.25,254.56,311.13,284.25,71.56505118,126.49,"[0, 0, 1, 0]"
180,210,220,190,290.69,261.73,304.14,276.59,75.96375653,123.69,"[0, 0, 1, 0]"
180,200,220,200,297.32,269.07,297.32,269.07,80.53767779,121.66,"[0, 0, 1, 0]"
180,190,220,210,304.14,276.59,290.69,261.73,85.23635831,120.42,"[0, 0, 1, 0]"
180,180,220,220,311.13,284.25,284.25,254.56,90,120,"[0, 0, 1, 0]"
170,180,230,220,318.28,278.03,292.06,247.59,85.23635831,110,"[0, 0, 0, 1]"
160,180,240,220,325.58,272.03,300,240.83,80.53767779,100,"[0, 0, 0, 1]"
150,180,250,220,333.02,266.27,308.06,234.31,75.96375653,90,"[0, 0, 0, 1]"
140,180,260,220,340.59,260.77,316.23,228.04,71.56505118,80,"[0, 0, 0, 1]"
130,180,270,220,348.28,255.54,324.5,222.04,67.38013505,70,"[0, 0, 0, 1]"
120,180,280,220,356.09,250.6,332.87,216.33,63.43494882,60,"[0, 0, 0, 1]"
110,180,290,220,364.01,245.97,341.32,210.95,59.74356284,50,"[0, 0, 0, 1]"
100,180,300,220,372.02,241.66,349.86,205.91,56.30993247,40,"[0, 0, 0, 1]"
90,180,310,220,380.13,237.7,358.47,201.25,53.13010235,30,"[0, 0, 0, 1]"
80,180,320,220,388.33,234.09,367.15,196.98,50.19442891,20,"[0, 0, 0, 1]"
70,180,330,220,396.61,230.87,375.9,193.13,47.48955292,10,"[0, 0, 0, 1]"
60,180,340,220,404.97,228.04,384.71,189.74,45,0,"[0, 0, 0, 1]"
60,190,340,210,399.62,218.4,389.49,199.25,-59.42077313,269.26,"[1, 0, 0, 0]"
60,200,340,200,394.46,208.81,394.46,208.81,-57.52880771,273.13,"[1, 0, 0, 0]"
60,210,340,190,389.49,199.25,399.62,218.4,-55.71312302,277.31,"[1, 0, 0, 0]"
