first,second,third,four,five,six,seven,eight,nine,ten,output
160,150,240,250,346.55,296.82,283.02,219.32,94.08561678,150,"[0, 0, 0, 1]"
150,150,250,250,353.55,291.55,291.55,212.13,90,140,"[0, 0, 0, 1]"
140,150,260,250,360.69,286.53,300.17,205.18,85.91438322,130,"[0, 0, 0, 1]"
130,150,270,250,367.97,281.78,308.87,198.49,81.86989765,120,"[0, 0, 0, 1]"
120,150,280,250,375.37,277.31,317.65,192.09,77.90524292,110,"[0, 0, 0, 1]"
110,150,290,250,382.88,273.13,326.5,186.01,74.0546041,100,"[0, 0, 0, 1]"
100,150,300,250,390.51,269.26,335.41,180.28,70.34617594,90,"[0, 0, 0, 1]"
90,150,310,250,398.25,265.71,344.38,174.93,66.80140949,80,"[0, 0, 0, 1]"
80,150,320,250,406.08,262.49,353.41,170,63.43494882,70,"[0, 0, 0, 1]"
70,150,330,250,414,259.62,362.49,165.53,60.2551187,60,"[0, 0, 0, 1]"
60,150,340,250,422.02,257.1,371.62,161.55,57.26477373,50,"[0, 0, 0, 1]"
50,150,350,250,430.12,254.95,380.79,158.11,54.46232221,40,"[0, 0, 0, 1]"
40,150,360,250,438.29,253.18,390,155.24,51.84277341,30,"[0, 0, 0, 1]"
30,150,370,250,446.54,251.79,399.25,152.97,49.39870535,20,"[0, 0, 0, 1]"
20,150,380,250,454.86,250.8,408.53,151.33,47.1210964,10,"[0, 0, 0, 1]"
10,150,390,250,463.25,250.2,417.85,150.33,45,0,"[0, 0, 0, 1]"
10,160,390,240,457.93,240.21,421.54,160.31,-46.84761027,257.1,"[1, 0, 0, 0]"
10,170,390,230,452.77,230.22,425.44,170.29,-45,259.62,"[1, 0, 0, 0]"
10,180,390,220,447.77,220.23,429.53,180.28,-43.26429541,262.49,"[1, 0, 0, 0]"
10,190,390,210,442.94,210.24,433.82,190.26,-41.63353934,265.71,"[1, 0, 0, 0]"
20,190,380,210,434.17,210.95,424.85,191.05,-43.26429541,256.32,"[0, 1, 0, 0]"
30,190,370,210,425.44,212.13,415.93,192.35,-45,246.98,"[0, 1, 0, 0]"
40,190,360,210,416.77,213.78,407.06,194.16,-46.84761027,237.7,"[0, 1, 0, 0]"
50,190,350,210,408.17,215.87,398.25,196.47,-48.81407483,228.47,"[0, 1, 0, 0]"
60,190,340,210,399.62,218.4,389.49,199.25,-50.90614111,219.32,"[0, 1, 0, 0]"
70,190,330,210,391.15,221.36,380.79,202.48,-53.13010235,210.24,"[0, 1, 0, 0]"
80,190,320,210,382.75,224.72,372.16,206.16,-55.49147701,201.25,"[0, 1, 0, 0]"
90,190,310,210,374.43,228.47,363.59,210.24,-57.99461679,192.35,"[0, 1, 0, 0]"
100,190,300,210,366.2,232.59,355.11,214.71,-60.64224646,183.58,"[0, 1, 0, 0]"
110,190,290,210,358.05,237.07,346.7,219.54,-63.43494882,174.93,"[0, 1, 0, 0]"
120,190,280,210,350,241.87,338.38,224.72,-66.37062227,166.43,"[0, 1, 0, 0]"
130,190,270,210,342.05,246.98,330.15,230.22,-69.44395478,158.11,"[0, 1, 0, 0]"
140,190,260,210,334.22,252.39,322.02,236.01,-72.64597536,150,"[0, 1, 0, 0]"
150,190,250,210,326.5,258.07,314.01,242.07,-75.96375653,142.13,"[0, 1, 0, 0]"
160,190,240,210,318.9,264.01,306.1,248.39,-79.38034472,134.54,"[0, 1, 0, 0]"
170,190,230,210,311.45,270.19,298.33,254.95,-82.87498365,127.28,"[0, 1, 0, 0]"
180,190,220,210,304.14,276.59,290.69,261.73,-86.42366563,120.42,"[0, 1, 0, 0]"
190,190,210,210,296.98,283.2,283.2,268.7,-90,114.02,"[0, 1, 0, 0]"
200,190,200,210,290,290,275.86,275.86,-93.57633437,108.17,"[0, 1, 0, 0]"
210,190,190,210,283.2,296.98,268.7,283.2,-97.12501635,102.96,"[0, 1, 0, 0]"
220,190,180,210,276.59,304.14,261.73,290.69,-100.6196553,98.49,"[0, 1, 0, 0]"
230,190,170,210,270.19,311.45,254.95,298.33,-104.0362435,94.87,"[0, 1, 0, 0]"
240,190,160,210,264.01,318.9,248.39,306.1,-107.3540246,92.2,"[0, 1, 0, 0]"
250,190,150,210,258.07,326.5,242.07,314.01,-110.5560452,90.55,"[0, 1, 0, 0]"
260,190,140,210,252.39,334.22,236.01,322.02,-113.6293777,90,"[0, 1, 0, 0]"
260,180,140,220,260.77,340.59,228.04,316.23,-116.5650512,80,"[0, 0, 1, 0]"
260,170,140,230,269.26,347.13,220.23,310.64,-119.3577535,70,"[0, 0, 1, 0]"
260,160,140,240,277.85,353.84,212.6,305.29,-122.0053832,60,"[0, 0, 1, 0]"
260,150,140,250,286.53,360.69,205.18,300.17,-124.508523,50,"[0, 0, 1, 0]"
260,140,140,260,295.3,367.7,197.99,295.3,-126.8698976,40,"[0, 0, 1, 0]"
260,130,140,270,304.14,374.83,191.05,290.69,-129.0938589,30,"[0, 0, 1, 0]"
260,120,140,280,313.05,382.1,184.39,286.36,-131.1859252,20,"[0, 0, 1, 0]"
260,110,140,290,322.02,389.49,178.04,282.31,-133.1523897,10,"[0, 0, 1, 0]"
260,100,140,300,331.06,396.99,172.05,278.57,-135,0,"[0, 0, 1, 0]"
270,100,130,300,326.96,403.61,164.01,287.92,-163.6104597,130.38,"[0, 1, 0, 0]"
280,100,120,300,323.11,410.37,156.2,297.32,-164.475889,130,"[0, 1, 0, 0]"
290,100,110,300,319.53,417.25,148.66,306.76,-165.2564372,130.38,"[0, 1, 0, 0]"
290,110,110,290,310.16,410.12,155.56,310.16,-164.475889,120.42,"[1, 0, 0, 0]"
290,120,110,280,300.83,403.11,162.79,313.85,-163.6104597,110.45,"[1, 0, 0, 0]"
290,130,110,270,291.55,396.23,170.29,317.8,-162.6459754,100.5,"[1, 0, 0, 0]"
290,140,110,260,282.31,389.49,178.04,322.02,-161.5650512,90.55,"[1, 0, 0, 0]"
290,150,110,250,273.13,382.88,186.01,326.5,-160.3461759,80.62,"[1, 0, 0, 0]"
290,160,110,240,264.01,376.43,194.16,331.21,-158.962489,70.71,"[1, 0, 0, 0]"
290,170,110,230,254.95,370.14,202.48,336.15,-157.3801351,60.83,"[1, 0, 0, 0]"
290,180,110,220,245.97,364.01,210.95,341.32,-155.5560452,50.99,"[1, 0, 0, 0]"
290,190,110,210,237.07,358.05,219.54,346.7,-153.4349488,41.23,"[1, 0, 0, 0]"
290,200,110,200,228.25,352.28,228.25,352.28,-150.9453959,31.62,"[1, 0, 0, 0]"
290,210,110,190,219.54,346.7,237.07,358.05,-147.9946168,22.36,"[1, 0, 0, 0]"
290,220,110,180,210.95,341.32,245.97,364.01,-144.4623222,14.14,"[1, 0, 0, 0]"
290,230,110,170,202.48,336.15,254.95,370.14,-140.1944289,10,"[1, 0, 0, 0]"
280,230,120,170,208.09,327.57,259.42,362.35,-135,0,"[0, 0, 0, 1]"
270,230,130,170,214.01,319.06,264.2,354.68,135,316.23,"[0, 0, 0, 1]"
260,230,140,170,220.23,310.64,269.26,347.13,126.8698976,308.06,"[0, 0, 0, 1]"
250,230,150,170,226.72,302.32,274.59,339.71,116.5650512,300,"[0, 0, 0, 1]"
240,230,160,170,233.45,294.11,280.18,332.42,104.0362435,292.06,"[0, 0, 0, 1]"
230,230,170,170,240.42,286.01,286.01,325.27,90,284.25,"[0, 0, 0, 1]"
220,230,180,170,247.59,278.03,292.06,318.28,75.96375653,276.59,"[0, 0, 0, 1]"
210,230,190,170,254.95,270.19,298.33,311.45,63.43494882,269.07,"[0, 0, 0, 1]"
210,220,190,180,261.73,276.59,290.69,304.14,75.96375653,262.49,"[0, 0, 1, 0]"
210,210,190,190,268.7,283.2,283.2,296.98,90,256.12,"[0, 0, 1, 0]"
210,200,190,200,275.86,290,275.86,290,104.0362435,250,"[0, 0, 1, 0]"
210,190,190,210,283.2,296.98,268.7,283.2,116.5650512,244.13,"[0, 0, 1, 0]"
210,180,190,220,290.69,304.14,261.73,276.59,126.8698976,238.54,"[0, 0, 1, 0]"
210,170,190,230,298.33,311.45,254.95,270.19,135,233.24,"[0, 0, 1, 0]"
210,160,190,240,306.1,318.9,248.39,264.01,141.3401917,228.25,"[0, 0, 1, 0]"
210,150,190,250,314.01,326.5,242.07,258.07,146.3099325,223.61,"[0, 0, 1, 0]"
210,140,190,260,322.02,334.22,236.01,252.39,150.2551187,219.32,"[0, 0, 1, 0]"
210,130,190,270,330.15,342.05,230.22,246.98,153.4349488,215.41,"[0, 0, 1, 0]"
210,120,190,280,338.38,350,224.72,241.87,156.037511,211.9,"[0, 0, 1, 0]"
210,110,190,290,346.7,358.05,219.54,237.07,158.1985905,208.81,"[0, 0, 1, 0]"
210,100,190,300,355.11,366.2,214.71,232.59,160.0168935,206.16,"[0, 0, 1, 0]"
210,90,190,310,363.59,374.43,210.24,228.47,161.5650512,203.96,"[0, 0, 1, 0]"
210,80,190,320,372.16,382.75,206.16,224.72,162.897271,202.24,"[0, 0, 1, 0]"
210,70,190,330,380.79,391.15,202.48,221.36,164.0546041,201,"[0, 0, 1, 0]"
210,60,190,340,389.49,399.62,199.25,218.4,165.0685828,200.25,"[0, 0, 1, 0]"
210,50,190,350,398.25,408.17,196.47,215.87,165.9637565,200,"[0, 0, 1, 0]"
200,50,200,350,403.11,403.11,206.16,206.16,165.0685828,190,"[0, 0, 0, 1]"
190,50,210,350,408.17,398.25,215.87,196.47,164.0546041,180,"[0, 0, 0, 1]"
180,50,220,350,413.4,393.57,225.61,186.82,162.897271,170,"[0, 0, 0, 1]"
170,50,230,350,418.81,389.1,235.37,177.2,161.5650512,160,"[0, 0, 0, 1]"
160,50,240,350,424.38,384.84,245.15,167.63,160.0168935,150,"[0, 0, 0, 1]"
150,50,250,350,430.12,380.79,254.95,158.11,158.1985905,140,"[0, 0, 0, 1]"
140,50,260,350,436,376.96,264.76,148.66,156.037511,130,"[0, 0, 0, 1]"
130,50,270,350,442.04,373.36,274.59,139.28,153.4349488,120,"[0, 0, 0, 1]"
120,50,280,350,448.22,370,284.43,130,150.2551187,110,"[0, 0, 0, 1]"
110,50,290,350,454.53,366.88,294.28,120.83,146.3099325,100,"[0, 0, 0, 1]"
100,50,300,350,460.98,364.01,304.14,111.8,141.3401917,90,"[0, 0, 0, 1]"
90,50,310,350,467.55,361.39,314.01,102.96,135,80,"[0, 0, 0, 1]"
80,50,320,350,474.24,359.03,323.88,94.34,126.8698976,70,"[0, 0, 0, 1]"
70,50,330,350,481.04,356.93,333.77,86.02,116.5650512,60,"[0, 0, 0, 1]"
60,50,340,350,487.95,355.11,343.66,78.1,104.0362435,50,"[0, 0, 0, 1]"
50,50,350,350,494.97,353.55,353.55,70.71,90,40,"[0, 0, 0, 1]"
40,50,360,350,502.1,352.28,363.46,64.03,75.96375653,30,"[0, 0, 0, 1]"
30,50,370,350,509.31,351.28,373.36,58.31,63.43494882,20,"[0, 0, 0, 1]"
20,50,380,350,516.62,350.57,383.28,53.85,53.13010235,10,"[0, 0, 0, 1]"
20,60,380,340,509.9,340.59,384.71,63.25,45,14.14,"[1, 0, 0, 0]"
20,70,380,330,503.29,330.61,386.39,72.8,38.65980825,22.36,"[1, 0, 0, 0]"
20,80,380,320,496.79,320.62,388.33,82.46,33.69006753,31.62,"[1, 0, 0, 0]"
20,90,380,310,490.41,310.64,390.51,92.2,29.7448813,41.23,"[1, 0, 0, 0]"
20,100,380,300,484.15,300.67,392.94,101.98,26.56505118,50.99,"[1, 0, 0, 0]"
20,110,380,290,478.02,290.69,395.6,111.8,23.96248897,60.83,"[1, 0, 0, 0]"
20,120,380,280,472.02,280.71,398.5,121.66,21.80140949,70.71,"[1, 0, 0, 0]"
20,130,380,270,466.15,270.74,401.62,131.53,19.98310652,80.62,"[1, 0, 0, 0]"
20,140,380,260,460.43,260.77,404.97,141.42,18.43494882,90.55,"[1, 0, 0, 0]"
20,150,380,250,454.86,250.8,408.53,151.33,17.10272897,100.5,"[1, 0, 0, 0]"
20,160,380,240,449.44,240.83,412.31,161.25,15.9453959,110.45,"[1, 0, 0, 0]"
20,170,380,230,444.18,230.87,416.29,171.17,14.93141718,120.42,"[1, 0, 0, 0]"
20,180,380,220,439.09,220.91,420.48,181.11,14.03624347,130.38,"[1, 0, 0, 0]"
30,180,370,220,430.46,222.04,411.46,182.48,14.93141718,131.53,"[0, 1, 0, 0]"
40,180,360,220,421.9,223.61,402.49,184.39,15.9453959,133.42,"[0, 1, 0, 0]"
50,180,350,220,413.4,225.61,393.57,186.82,17.10272897,136.01,"[0, 1, 0, 0]"
60,180,340,220,404.97,228.04,384.71,189.74,18.43494882,139.28,"[0, 1, 0, 0]"
70,180,330,220,396.61,230.87,375.9,193.13,19.98310652,143.18,"[0, 1, 0, 0]"
80,180,320,220,388.33,234.09,367.15,196.98,21.80140949,147.65,"[0, 1, 0, 0]"
90,180,310,220,380.13,237.7,358.47,201.25,23.96248897,152.64,"[0, 1, 0, 0]"
100,180,300,220,372.02,241.66,349.86,205.91,26.56505118,158.11,"[0, 1, 0, 0]"
110,180,290,220,364.01,245.97,341.32,210.95,29.7448813,164.01,"[0, 1, 0, 0]"
120,180,280,220,356.09,250.6,332.87,216.33,33.69006753,170.29,"[0, 1, 0, 0]"
130,180,270,220,348.28,255.54,324.5,222.04,38.65980825,176.92,"[0, 1, 0, 0]"
140,180,260,220,340.59,260.77,316.23,228.04,45,183.85,"[0, 1, 0, 0]"
150,180,250,220,333.02,266.27,308.06,234.31,53.13010235,191.05,"[0, 1, 0, 0]"
160,180,240,220,325.58,272.03,300,240.83,63.43494882,198.49,"[0, 1, 0, 0]"
170,180,230,220,318.28,278.03,292.06,247.59,75.96375653,206.16,"[0, 1, 0, 0]"
180,180,220,220,311.13,284.25,284.25,254.56,90,214.01,"[0, 1, 0, 0]"
180,170,220,230,318.28,292.06,278.03,247.59,104.0362435,208.09,"[0, 0, 1, 0]"
180,160,220,240,325.58,300,272.03,240.83,116.5650512,202.48,"[0, 0, 1, 0]"
180,150,220,250,333.02,308.06,266.27,234.31,126.8698976,197.23,"[0, 0, 1, 0]"
180,140,220,260,340.59,316.23,260.77,228.04,135,192.35,"[0, 0, 1, 0]"
180,130,220,270,348.28,324.5,255.54,222.04,141.3401917,187.88,"[0, 0, 1, 0]"
180,120,220,280,356.09,332.87,250.6,216.33,146.3099325,183.85,"[0, 0, 1, 0]"
180,110,220,290,364.01,341.32,245.97,210.95,150.2551187,180.28,"[0, 0, 1, 0]"
180,100,220,300,372.02,349.86,241.66,205.91,153.4349488,177.2,"[0, 0, 1, 0]"
180,90,220,310,380.13,358.47,237.7,201.25,156.037511,174.64,"[0, 0, 1, 0]"
180,80,220,320,388.33,367.15,234.09,196.98,158.1985905,172.63,"[0, 0, 1, 0]"
180,70,220,330,396.61,375.9,230.87,193.13,160.0168935,171.17,"[0, 0, 1, 0]"
180,60,220,340,404.97,384.71,228.04,189.74,161.5650512,170.29,"[0, 0, 1, 0]"
180,50,220,350,413.4,393.57,225.61,186.82,162.897271,170,"[0, 0, 1, 0]"
170,50,230,350,418.81,389.1,235.37,177.2,161.5650512,160,"[0, 0, 0, 1]"
160,50,240,350,424.38,384.84,245.15,167.63,160.0168935,150,"[0, 0, 0, 1]"
150,50,250,350,430.12,380.79,254.95,158.11,158.1985905,140,"[0, 0, 0, 1]"
140,50,260,350,436,376.96,264.76,148.66,156.037511,130,"[0, 0, 0, 1]"
130,50,270,350,442.04,373.36,274.59,139.28,153.4349488,120,"[0, 0, 0, 1]"
120,50,280,350,448.22,370,284.43,130,150.2551187,110,"[0, 0, 0, 1]"
110,50,290,350,454.53,366.88,294.28,120.83,146.3099325,100,"[0, 0, 0, 1]"
100,50,300,350,460.98,364.01,304.14,111.8,141.3401917,90,"[0, 0, 0, 1]"
90,50,310,350,467.55,361.39,314.01,102.96,135,80,"[0, 0, 0, 1]"
80,50,320,350,474.24,359.03,323.88,94.34,126.8698976,70,"[0, 0, 0, 1]"
70,50,330,350,481.04,356.93,333.77,86.02,116.5650512,60,"[0, 0, 0, 1]"
60,50,340,350,487.95,355.11,343.66,78.1,104.0362435,50,"[0, 0, 0, 1]"
50,50,350,350,494.97,353.55,353.55,70.71,90,40,"[0, 0, 0, 1]"
40,50,360,350,502.1,352.28,363.46,64.03,75.96375653,30,"[0, 0, 0, 1]"
30,50,370,350,509.31,351.28,373.36,58.31,63.43494882,20,"[0, 0, 0, 1]"
20,50,380,350,516.62,350.57,383.28,53.85,53.13010235,10,"[0, 0, 0, 1]"
10,50,390,350,524.02,350.14,393.19,50.99,45,0,"[0, 0, 0, 1]"
10,60,390,340,517.4,340.15,394.59,60.83,45,98.99,"[1, 0, 0, 0]"
10,70,390,330,510.88,330.15,396.23,70.71,39.80557109,92.2,"[1, 0, 0, 0]"
10,80,390,320,504.48,320.16,398.12,80.62,35.53767779,86.02,"[1, 0, 0, 0]"
10,90,390,310,498.2,310.16,400.25,90.55,32.00538321,80.62,"[1, 0, 0, 0]"
10,100,390,300,492.04,300.17,402.62,100.5,29.0546041,76.16,"[1, 0, 0, 0]"
10,110,390,290,486,290.17,405.22,110.45,26.56505118,72.8,"[1, 0, 0, 0]"
10,120,390,280,480.1,280.18,408.04,120.42,24.44395478,70.71,"[1, 0, 0, 0]"
20,120,380,280,472.02,280.71,398.5,121.66,26.56505118,60.83,"[0, 1, 0, 0]"
30,120,370,280,464,281.6,388.97,123.69,29.0546041,50.99,"[0, 1, 0, 0]"
40,120,360,280,456.07,282.84,379.47,126.49,32.00538321,41.23,"[0, 1, 0, 0]"
40,130,360,270,450,272.95,382.75,136.01,29.0546041,40,"[1, 0, 0, 0]"
50,130,350,270,442.04,274.59,373.36,139.28,32.00538321,30,"[0, 1, 0, 0]"
60,130,340,270,434.17,276.59,364.01,143.18,35.53767779,20,"[0, 1, 0, 0]"
70,130,330,270,426.38,278.93,354.68,147.65,39.80557109,10,"[0, 1, 0, 0]"
80,130,320,270,418.69,281.6,345.4,152.64,45,0,"[0, 1, 0, 0]"
90,130,310,270,411.1,284.6,336.15,158.11,77.47119229,98.99,"[0, 1, 0, 0]"
100,130,300,270,403.61,287.92,326.96,164.01,80.53767779,106.3,"[0, 1, 0, 0]"
110,130,290,270,396.23,291.55,317.8,170.29,83.65980825,114.02,"[0, 1, 0, 0]"
110,140,290,260,389.49,282.31,322.02,178.04,80.53767779,108.17,"[1, 0, 0, 0]"
110,150,290,250,382.88,273.13,326.5,186.01,77.47119229,102.96,"[1, 0, 0, 0]"
110,160,290,240,376.43,264.01,331.21,194.16,74.475889,98.49,"[1, 0, 0, 0]"
110,170,290,230,370.14,254.95,336.15,202.48,71.56505118,94.87,"[1, 0, 0, 0]"
110,180,290,220,364.01,245.97,341.32,210.95,68.74949449,92.2,"[1, 0, 0, 0]"
110,190,290,210,358.05,237.07,346.7,219.54,66.03751103,90.55,"[1, 0, 0, 0]"
110,200,290,200,352.28,228.25,352.28,228.25,63.43494882,90,"[1, 0, 0, 0]"
100,200,300,200,360.56,223.61,360.56,223.61,60.9453959,80,"[0, 0, 0, 1]"
90,200,310,200,368.92,219.32,368.92,219.32,58.57043439,70,"[0, 0, 0, 1]"
80,200,320,200,377.36,215.41,377.36,215.41,56.30993247,60,"[0, 0, 0, 1]"
70,200,330,200,385.88,211.9,385.88,211.9,54.16234705,50,"[0, 0, 0, 1]"
60,200,340,200,394.46,208.81,394.46,208.81,52.12501635,40,"[0, 0, 0, 1]"
50,200,350,200,403.11,206.16,403.11,206.16,50.19442891,30,"[0, 0, 0, 1]"
40,200,360,200,411.83,203.96,411.83,203.96,48.36646066,20,"[0, 0, 0, 1]"
30,200,370,200,420.59,202.24,420.59,202.24,46.63657704,10,"[0, 0, 0, 1]"
20,200,380,200,429.42,201,429.42,201,45,0,"[0, 0, 0, 1]"
20,210,380,190,424.85,191.05,434.17,210.95,-11.88865804,174.64,"[1, 0, 0, 0]"
20,220,380,180,420.48,181.11,439.09,220.91,-11.30993247,178.89,"[1, 0, 0, 0]"
20,230,380,170,416.29,171.17,444.18,230.87,-10.78429787,183.58,"[1, 0, 0, 0]"
20,240,380,160,412.31,161.25,449.44,240.83,-10.30484647,188.68,"[1, 0, 0, 0]"
20,250,380,150,408.53,151.33,454.86,250.8,-9.865806943,194.16,"[1, 0, 0, 0]"
30,250,370,150,399.25,152.97,446.54,251.79,-10.30484647,186.01,"[0, 1, 0, 0]"
40,250,360,150,390,155.24,438.29,253.18,-10.78429787,178.04,"[0, 1, 0, 0]"
50,250,350,150,380.79,158.11,430.12,254.95,-11.30993247,170.29,"[0, 1, 0, 0]"
60,250,340,150,371.62,161.55,422.02,257.1,-11.88865804,162.79,"[0, 1, 0, 0]"
70,250,330,150,362.49,165.53,414,259.62,-12.52880771,155.56,"[0, 1, 0, 0]"
80,250,320,150,353.41,170,406.08,262.49,-13.24051992,148.66,"[0, 1, 0, 0]"
90,250,310,150,344.38,174.93,398.25,265.71,-14.03624347,142.13,"[0, 1, 0, 0]"
100,250,300,150,335.41,180.28,390.51,269.26,-14.93141718,136.01,"[0, 1, 0, 0]"
110,250,290,150,326.5,186.01,382.88,273.13,-15.9453959,130.38,"[0, 1, 0, 0]"
120,250,280,150,317.65,192.09,375.37,277.31,-17.10272897,125.3,"[0, 1, 0, 0]"
130,250,270,150,308.87,198.49,367.97,281.78,-18.43494882,120.83,"[0, 1, 0, 0]"
140,250,260,150,300.17,205.18,360.69,286.53,-19.98310652,117.05,"[0, 1, 0, 0]"
150,250,250,150,291.55,212.13,353.55,291.55,-21.80140949,114.02,"[0, 1, 0, 0]"
160,250,240,150,283.02,219.32,346.55,296.82,-23.96248897,111.8,"[0, 1, 0, 0]"
170,250,230,150,274.59,226.72,339.71,302.32,-26.56505118,110.45,"[0, 1, 0, 0]"
180,250,220,150,266.27,234.31,333.02,308.06,-29.7448813,110,"[0, 1, 0, 0]"
180,240,220,160,272.03,240.83,325.58,300,-33.69006753,100,"[0, 0, 1, 0]"
180,230,220,170,278.03,247.59,318.28,292.06,-38.65980825,90,"[0, 0, 1, 0]"
180,220,220,180,284.25,254.56,311.13,284.25,-45,80,"[0, 0, 1, 0]"
180,210,220,190,290.69,261.73,304.14,276.59,-53.13010235,70,"[0, 0, 1, 0]"
180,200,220,200,297.32,269.07,297.32,269.07,-63.43494882,60,"[0, 0, 1, 0]"
180,190,220,210,304.14,276.59,290.69,261.73,-75.96375653,50,"[0, 0, 1, 0]"
180,180,220,220,311.13,284.25,284.25,254.56,-90,40,"[0, 0, 1, 0]"
180,170,220,230,318.28,292.06,278.03,247.59,-104.0362435,30,"[0, 0, 1, 0]"
180,160,220,240,325.58,300,272.03,240.83,-116.5650512,20,"[0, 0, 1, 0]"
180,150,220,250,333.02,308.06,266.27,234.31,-126.8698976,10,"[0, 0, 1, 0]"
180,140,220,260,340.59,316.23,260.77,228.04,-135,0,"[0, 0, 1, 0]"
190,140,210,260,334.22,322.02,252.39,236.01,141.3401917,174.64,"[0, 1, 0, 0]"
200,140,200,260,328.02,328.02,244.13,244.13,146.3099325,183.85,"[0, 1, 0, 0]"
210,140,190,260,322.02,334.22,236.01,252.39,150.2551187,193.13,"[0, 1, 0, 0]"
220,140,180,260,316.23,340.59,228.04,260.77,153.4349488,202.48,"[0, 1, 0, 0]"
220,130,180,270,324.5,348.28,222.04,255.54,156.037511,199.25,"[0, 0, 1, 0]"
220,120,180,280,332.87,356.09,216.33,250.6,158.1985905,196.47,"[0, 0, 1, 0]"
220,110,180,290,341.32,364.01,210.95,245.97,160.0168935,194.16,"[0, 0, 1, 0]"
220,100,180,300,349.86,372.02,205.91,241.66,161.5650512,192.35,"[0, 0, 1, 0]"
220,90,180,310,358.47,380.13,201.25,237.7,162.897271,191.05,"[0, 0, 1, 0]"
220,80,180,320,367.15,388.33,196.98,234.09,164.0546041,190.26,"[0, 0, 1, 0]"
220,70,180,330,375.9,396.61,193.13,230.87,165.0685828,190,"[0, 0, 1, 0]"
210,70,190,330,380.79,391.15,202.48,221.36,164.0546041,180,"[0, 0, 0, 1]"
200,70,200,330,385.88,385.88,211.9,211.9,162.897271,170,"[0, 0, 0, 1]"
190,70,210,330,391.15,380.79,221.36,202.48,161.5650512,160,"[0, 0, 0, 1]"
180,70,220,330,396.61,375.9,230.87,193.13,160.0168935,150,"[0, 0, 0, 1]"
170,70,230,330,402.24,371.21,240.42,183.85,158.1985905,140,"[0, 0, 0, 1]"
160,70,240,330,408.04,366.74,250,174.64,156.037511,130,"[0, 0, 0, 1]"
150,70,250,330,414,362.49,259.62,165.53,153.4349488,120,"[0, 0, 0, 1]"
140,70,260,330,420.12,358.47,269.26,156.52,150.2551187,110,"[0, 0, 0, 1]"
130,70,270,330,426.38,354.68,278.93,147.65,146.3099325,100,"[0, 0, 0, 1]"
120,70,280,330,432.78,351.14,288.62,138.92,141.3401917,90,"[0, 0, 0, 1]"
110,70,290,330,439.32,347.85,298.33,130.38,135,80,"[0, 0, 0, 1]"
100,70,300,330,445.98,344.82,308.06,122.07,126.8698976,70,"[0, 0, 0, 1]"
90,70,310,330,452.77,342.05,317.8,114.02,116.5650512,60,"[0, 0, 0, 1]"
80,70,320,330,459.67,339.56,327.57,106.3,104.0362435,50,"[0, 0, 0, 1]"
70,70,330,330,466.69,337.34,337.34,98.99,90,40,"[0, 0, 0, 1]"
60,70,340,330,473.81,335.41,347.13,92.2,75.96375653,30,"[0, 0, 0, 1]"
50,70,350,330,481.04,333.77,356.93,86.02,63.43494882,20,"[0, 0, 0, 1]"
40,70,360,330,488.36,332.42,366.74,80.62,53.13010235,10,"[0, 0, 0, 1]"
30,70,370,330,495.78,331.36,376.56,76.16,45,0,"[0, 0, 0, 1]"
30,80,370,320,489.18,321.4,378.55,85.44,-54.46232221,141.42,"[1, 0, 0, 0]"
30,90,370,310,482.7,311.45,380.79,94.87,-49.39870535,140.36,"[1, 0, 0, 0]"
30,100,370,300,476.34,301.5,383.28,104.4,-45,140,"[1, 0, 0, 0]"
30,110,370,290,470.11,291.55,386.01,114.02,-41.18592517,140.36,"[1, 0, 0, 0]"
30,120,370,280,464,281.6,388.97,123.69,-37.87498365,141.42,"[1, 0, 0, 0]"
30,130,370,270,458.04,271.66,392.17,133.42,-34.9920202,143.18,"[1, 0, 0, 0]"
30,140,370,260,452.22,261.73,395.6,143.18,-32.47119229,145.6,"[1, 0, 0, 0]"
30,150,370,250,446.54,251.79,399.25,152.97,-30.25643716,148.66,"[1, 0, 0, 0]"
30,160,370,240,441.02,241.87,403.11,162.79,-28.30075577,152.32,"[1, 0, 0, 0]"
30,170,370,230,435.66,231.95,407.19,172.63,-26.56505118,156.52,"[1, 0, 0, 0]"
40,170,360,230,427.2,233.45,398.12,174.64,-28.30075577,147.65,"[0, 1, 0, 0]"
50,170,350,230,418.81,235.37,389.1,177.2,-30.25643716,138.92,"[0, 1, 0, 0]"
60,170,340,230,410.49,237.7,380.13,180.28,-32.47119229,130.38,"[0, 1, 0, 0]"
60,160,340,240,416.17,247.39,375.77,170.88,-34.9920202,125.3,"[0, 0, 1, 0]"
60,150,340,250,422.02,257.1,371.62,161.55,-37.87498365,120.83,"[0, 0, 1, 0]"
60,140,340,260,428.02,266.83,367.7,152.32,-41.18592517,117.05,"[0, 0, 1, 0]"
60,130,340,270,434.17,276.59,364.01,143.18,-45,114.02,"[0, 0, 1, 0]"
60,120,340,280,440.45,286.36,360.56,134.16,-49.39870535,111.8,"[0, 0, 1, 0]"
60,110,340,290,446.88,296.14,357.35,125.3,-54.46232221,110.45,"[0, 0, 1, 0]"
60,100,340,300,453.43,305.94,354.4,116.62,-60.2551187,110,"[0, 0, 1, 0]"
70,100,330,300,445.98,308.06,344.82,122.07,-66.80140949,100,"[0, 1, 0, 0]"
80,100,320,300,438.63,310.48,335.26,128.06,-74.0546041,90,"[0, 1, 0, 0]"
